timestamp,sensor_a,sensor_b,sensor_c,target
2026-01-01 00:00:00,-1.4756226336196454,0.01680127150076044,-0.3374774402096771,low
2026-01-01 00:00:01,-1.3415179064883926,-0.057783721581889935,-0.3612726716955491,low
2026-01-01 00:00:02,-1.3238766350532023,0.06790275281995352,-0.22013970746274827,low
2026-01-01 00:00:03,-1.3208395549513634,0.1550783768939598,-0.10744117963907486,low
2026-01-01 00:00:04,-1.1675228473989503,0.16308035863889336,-0.05570708040802126,low
2026-01-01 00:00:05,-1.1640288334695343,0.08726602052413437,-0.06718144964191716,low
2026-01-01 00:00:06,-0.9502984372912152,0.035378639968478745,0.022464634217423844,low
2026-01-01 00:00:07,-1.0036652676653455,0.11558720470430699,0.06475169563135161,low
2026-01-01 00:00:08,-0.9158964227033116,-0.035097730840628893,0.12866943347410903,low
2026-01-01 00:00:09,-0.7891257148275396,-0.0016574494493794903,0.14123631462554181,low
2026-01-01 00:00:10,-0.588491338734326,-0.09788194147911218,0.09934856992786055,low
2026-01-01 00:00:11,-0.7715240150108882,-0.04962232760610082,0.17416718838511622,low
2026-01-01 00:00:12,-0.6676448118044935,-0.20237033087251366,0.05692598305914526,low
2026-01-01 00:00:13,-0.5644285782123204,-0.11455646040232534,0.0939023782456484,low
2026-01-01 00:00:14,-0.6337957973293404,-0.19677252872884474,0.030122399147790007,low
2026-01-01 00:00:15,-0.5335202929060927,-0.18928883960081966,-0.016977706584629985,low
2026-01-01 00:00:16,-0.4737490135909357,-0.29943507497176075,-0.07482410594787708,low
2026-01-01 00:00:17,-0.46135142222496006,,-0.17353411678820135,low
2026-01-01 00:00:18,-0.5401348257393692,-0.4535391799677401,-0.24501810639006177,low
2026-01-01 00:00:19,-0.3804832823383735,-0.5231127596473747,-0.2601534492197611,low
2026-01-01 00:00:20,-0.6392216239774995,-0.5335721226225042,-0.37939803964233426,low
2026-01-01 00:00:21,-0.4691162666173208,-0.5041559000804541,-0.4265230502137194,low
2026-01-01 00:00:22,-0.5621633520223752,-0.6534679069292997,-0.4996650159543282,low
